timestamp,open,high,low,close,volume
2023-05-17,53251.434070579126,53251.434070579126,53173.58044041718,53173.58044041718,13
2023-05-18,52523.91209992445,52531.967166765295,52523.91209992445,52523.91209992445,23
2023-05-19,52617.87258668639,53119.88873369607,52617.87258668639,53119.88873369607,106
2023-05-22,53168.212580577754,53168.212580577754,53015.192527255276,53015.192527255276,8
2023-05-23,52950.7618237736,52950.7618237736,52950.7618237736,52950.7618237736,1
2023-05-24,53031.299383855265,53031.299383855265,52693.04228692863,52693.04228692863,189
2023-05-25,52164.177009476676,52164.177009476676,52164.177009476676,52164.177009476676,1
2023-05-26,52301.090206199166,52306.4613431203,52191.022862837235,52191.022862837235,166036
2023-05-30,52153.43801271611,52687.67115000749,51839.34283923032,52564.18087996528,37838
2023-05-31,52569.548739804704,52966.86868037359,52429.951613162506,52722.572070208895,5959
2023-06-01,52703.77800660748,53235.32721397914,52464.85253336391,53101.097947176364,750
2023-06-02,53076.93602373552,53221.90428729886,52279.615489759744,52413.84475656252,356
2023-06-05,52282.29941967946,52668.880363487784,52021.89595291477,52564.18087996528,713
2023-06-06,52639.350580207516,52765.524780169435,52585.658873486405,52765.524780169435,164
2023-06-07,52591.02673332583,52843.37841033139,52099.74630599501,52153.43801271611,139
2023-06-08,52166.86093939639,52859.48526693138,52164.177009476676,52714.51700336804,433
2023-06-09,52754.78578340887,52880.9632604525,52625.92765352724,52676.932153246926,49
2023-06-12,52609.817519845536,52711.83307344833,52386.998903201966,52491.69838672446,212
2023-06-13,52633.97944328638,52819.216486890546,52089.01058631615,52204.44578951751,343
2023-06-14,52247.398499478055,52569.548739804704,52089.01058631615,52491.69838672446,202
2023-06-15,52126.59215935556,52585.658873486405,51705.113572427545,52558.813020125854,329
2023-06-16,52655.457436807505,52695.726216848336,52443.374539842785,52574.91987672584,119
2023-06-20,52580.28773656527,52580.28773656527,51847.397906071164,51960.14917935281,193
2023-06-21,51962.83310927252,51995.05009955421,51544.03845226422,51901.089612792275,557
2023-06-22,51544.03845226422,51570.88430562477,51331.95555529949,51348.06241189949,237
2023-06-23,51509.137532062814,51879.61161927115,51509.137532062814,51519.87652882338,105
2023-06-26,51621.892082426166,51772.22820582893,51611.1530856656,51643.36679886559,71
2023-06-27,51731.959425788096,51796.39012926977,51382.96333210089,51382.96333210089,49
2023-06-28,51337.32669222063,51337.32669222063,51337.32669222063,51337.32669222063,628
2023-06-29,51272.89598873896,51272.89598873896,50805.77748484897,51254.10192513755,289
2023-06-30,51237.99506853756,51573.56823554449,51023.22824165312,51573.56823554449,445
2023-07-03,51487.66281562339,51799.07405918948,51487.66281562339,51589.67509214448,41
2023-07-05,51637.998939026154,51917.196469392264,51401.75411862059,51533.29945550366,193
2023-07-06,51256.78913213897,51280.9477784981,51093.02680497422,51240.67899845727,81
2023-07-07,51366.8564755009,51922.56432923169,51366.8564755009,51710.48143226697,61
2023-07-10,51640.68286894587,51707.79750234725,51337.32669222063,51678.267719066986,269
2023-07-11,51678.267719066986,52000.41795939364,51656.78972554586,51847.397906071164,142
2023-07-12,51874.243759431716,52564.18087996528,51871.556552430295,52515.8570330836,132
2023-07-13,52647.40236996666,52647.40236996666,52429.951613162506,52596.39459316526,121
2023-07-14,52574.91987672584,52633.97944328638,52421.89654632166,52620.5565166061,94
2023-07-17,52456.797466523065,52523.91209992445,52258.13749623862,52413.84475656252,29
2023-07-18,52854.11740709195,53111.83694393693,52709.149143528615,53079.61995365524,83
2023-07-19,53074.25209381581,53087.67502049609,52966.86868037359,53087.67502049609,35
2023-07-20,52985.659466893296,52985.659466893296,52768.20871008915,52840.69448041167,638
2023-07-21,52666.19643356807,52733.31106696946,52666.19643356807,52733.31106696946,50
2023-07-24,52760.15692033001,52765.524780169435,52625.92765352724,52625.92765352724,2
2023-07-25,52429.951613162506,52684.98722008777,52429.951613162506,52674.24822332721,19
2023-07-26,52784.31556668914,52940.02282701304,52784.31556668914,52856.80133701166,51
2023-07-27,52225.92378303864,52225.92378303864,52225.92378303864,52225.92378303864,194253
2023-07-28,52228.60771295835,52676.932153246926,52193.706792756944,52628.61158344695,23155
2023-07-31,52596.39459316526,52929.283830252476,52349.41405308084,52899.75404697221,1025
2023-08-01,52749.41792356945,52762.840850249726,52099.74630599501,52099.74630599501,688
2023-08-02,52306.4613431203,52446.0584697625,51898.40240579085,52011.156956154206,652
2023-08-03,51925.248259151405,51986.99503271336,51758.80527914865,51866.18869259087,773
2023-08-04,51944.042322752815,52215.18478627807,51544.03845226422,52070.21652271474,290
2023-08-07,52107.80137283586,52107.80137283586,51807.12912603033,51906.4574726317,376
2023-08-08,51858.133625750015,51898.40240579085,51624.57601234588,51654.10579562615,555
2023-08-09,51689.00671582755,51780.28327266978,51374.90826526004,51420.54818222201,451
2023-08-10,51573.56823554449,51753.43741930922,51313.16476877979,51393.70232886146,178
2023-08-11,51356.117478740336,51452.761895421994,51323.90376554036,51353.43354882063,57
2023-08-14,51256.78913213897,51345.37848197977,51095.714011975644,51291.68677525866,46
2023-08-15,51168.19650521646,51213.833145096716,50872.89211825036,51074.23601845452,73
2023-08-16,51127.92772517563,51127.92772517563,50746.717918288436,50902.42190153063,22
2023-08-17,50837.991198048956,51071.5520885348,50577.587731284264,50580.27166120397,245
2023-08-18,50786.98669832927,50786.98669832927,50633.963367925084,50633.963367925084,19
2023-08-21,50835.30726812924,50835.30726812924,50827.2554783701,50827.2554783701,876
2023-08-22,50862.1531214898,50921.21596513204,50813.832551689826,50910.47696837148,46
2023-08-23,51264.84092189811,51503.76967222339,51264.84092189811,51503.76967222339,547
2023-08-24,51544.03845226422,51565.516445785346,51495.714605382535,51495.714605382535,337
2023-08-25,51538.67059242479,51538.67059242479,51305.10970193894,51305.10970193894,195
2023-08-28,51423.232112141726,51584.30723230505,51423.232112141726,51487.66281562339,99
2023-08-29,51487.66281562339,51986.99503271336,51460.81696226284,51986.99503271336,1674
2023-08-30,51973.57210603308,52252.76963639919,51935.98725591197,52196.39399975837,396
2023-08-31,52199.07792967808,52199.07792967808,52032.63167259362,52032.63167259362,491
2023-09-01,52349.41405308084,52349.41405308084,51989.67896263308,52075.58765963587,167
2023-09-05,51930.61939607254,51930.61939607254,51670.21265222614,51710.48143226697,113
2023-09-06,51654.10579562615,51686.32278590784,51444.71010566285,51493.030675462825,24
2023-09-07,51479.607748782546,51584.30723230505,51476.92381886283,51476.92381886283,41
2023-09-08,51651.421865706434,51670.21265222614,51501.08574230367,51501.08574230367,105
2023-09-11,51624.57601234588,51766.8603459895,51592.3622991459,51632.63107918673,50
2023-09-12,51565.516445785346,51565.516445785346,51310.48083886008,51310.48083886008,365
2023-09-13,51283.63498549953,51399.07018870088,51246.050135378406,51251.41799521783,15
2023-09-14,51087.6589451348,51275.579918658674,51087.6589451348,51275.579918658674,169
2023-09-15,51637.998939026154,51740.01449262895,51637.998939026154,51643.36679886559,8
2023-09-18,51764.17313898808,51852.76576591059,51715.85256918811,51852.76576591059,19
2023-09-19,51919.88039931198,51919.88039931198,51866.18869259087,51866.18869259087,6
2023-09-20,52231.291642878066,52231.291642878066,51791.01899234863,52231.291642878066,119
2023-09-21,51651.421865706434,51651.421865706434,51522.56045874309,51522.56045874309,9
2023-09-22,51689.00671582755,51689.00671582755,51689.00671582755,51689.00671582755,1
2023-09-25,51452.761895421994,51452.761895421994,51452.761895421994,51452.761895421994,114
2023-09-26,51141.3506518559,51144.03458177562,51017.8603818137,51017.8603818137,161
2023-09-27,50244.69849419705,50244.69849419705,50244.69849419705,50244.69849419705,12251
2023-09-28,50349.39797771955,50421.880470960365,49844.69462370845,49944.02624739152,4654
2023-09-29,50048.725730914026,50263.49255779846,49557.4453035832,49613.820940224025,1605
2023-10-02,49506.4375267818,49554.76137366349,49039.31902289182,49127.911649814334,2309
2023-10-03,48993.68238301156,49152.07357325517,48773.5476962877,48982.943386251,310
2023-10-04,48907.77696309047,49079.58780293265,48762.80869952714,48819.18433616796,357
2023-10-05,49028.58330321297,49028.58330321297,48741.33070600601,48768.17655936656,393
2023-10-06,48832.607262848236,49176.23549669601,48574.88772600325,49133.27950965376,390
2023-10-09,49463.48481682126,49973.55603067179,49463.48481682126,49651.40579034514,232
2023-10-10,49852.749690549295,49970.87210075208,49739.998417267656,49960.13310399152,236
2023-10-11,50188.322857556224,50325.236054278714,50177.58386079566,50276.91548447874,65
2023-10-12,50327.91998419842,50502.41803104203,50121.20822415484,50182.9549977168,46
2023-10-13,50403.08968444066,51815.180915789475,50403.08968444066,51742.69842254866,43
2023-10-16,51286.31891541924,51573.56823554449,51283.63498549953,51573.56823554449,53
2023-10-17,51391.01839894174,51699.74571258811,51391.01839894174,51616.52094550503,103
2023-10-18,51946.72625267253,52561.49695004556,51946.72625267253,52491.69838672446,67
2023-10-19,52352.09798300056,53093.04288033552,52233.975572797775,52843.37841033139,1945
2023-10-20,53184.31943717774,53385.6633373819,53165.52865065804,53221.90428729886,557
2023-10-23,53052.774100294686,53125.25987061721,52964.18475045388,53055.46130729611,127
2023-10-24,52894.38618713278,53020.5603870947,52894.38618713278,53020.5603870947,10
2023-10-25,52918.54483349191,53297.073987541095,52918.54483349191,53264.856997259405,97
2023-10-26,53374.924340621335,53374.924340621335,53165.52865065804,53348.078487260784,521
2023-10-27,53385.6633373819,53385.6633373819,53385.6633373819,53385.6633373819,372
2023-10-30,53801.77406447049,53801.77406447049,53490.3628209044,53589.69116750577,157
2023-10-31,53597.74623434662,53718.55257446911,53254.11800049884,53294.38678053967,84
2023-11-01,53436.67111418329,53436.67111418329,53095.73008733694,53122.57594069749,41
2023-11-02,53399.08626406218,53431.30325434387,53141.366727217195,53305.125777300236,39
2023-11-03,53396.40233414246,53463.516967543845,53396.40233414246,53463.516967543845,12
2023-11-06,53197.74236385802,53197.74236385802,53084.991090576375,53197.74236385802,130
2023-11-07,52792.370633529994,52800.42570037084,52636.663373206095,52800.42570037084,20
2023-11-08,52827.27155373139,52827.27155373139,52287.667279518886,52389.682833121675,43
2023-11-09,52395.05069296111,52730.62385996803,52223.239853118925,52730.62385996803,10
2023-11-10,52607.13358992583,52607.13358992583,51882.29554919086,51882.29554919086,375
2023-11-13,52078.27158955559,52274.24435283861,51919.88039931198,52228.60771295835,191
2023-11-14,52773.57984701029,52773.57984701029,52666.19643356807,52666.19643356807,2
2023-11-15,52693.04228692863,52693.04228692863,52617.87258668639,52620.5565166061,6
2023-11-16,52760.15692033001,53259.48913741998,52741.3628567286,53259.48913741998,39
2023-11-17,53221.90428729886,53262.17306733969,53149.42179405805,53197.74236385802,32
2023-11-20,53119.88873369607,53138.682797297486,52878.27605345108,53093.04288033552,182
2023-11-21,53442.03897402272,53839.358914591605,53382.97940746218,53672.915934588855,16
2023-11-22,53667.54479766772,53675.59986450857,53450.09404086357,53460.833037624136,6075
2023-11-24,53474.255964304415,53750.766287669096,53463.516967543845,53750.766287669096,63
2023-11-27,54005.80189459436,54008.489101595784,54005.80189459436,54008.489101595784,228
2023-11-28,54781.64771213072,54838.023348771545,54757.48578868988,54757.48578868988,174665
2023-11-29,54811.177495410986,55090.37830285881,54658.157442088515,54956.14575897432,15290
2023-11-30,54929.29990561377,54956.14575897432,54580.30381192656,54714.533078729335,2506
2023-12-01,54719.90421565047,55656.82187626845,54658.157442088515,55597.76230970791,614
2023-12-04,55713.20078999098,57187.03551782004,54255.469641680196,54338.691131681575,1071
2023-12-05,54633.99551864767,54685.00329544907,53965.53311455353,54188.35500827881,289
2023-12-06,54225.93985839993,54652.78958224908,54201.77793495909,54510.50524860546,417
2023-12-07,54475.604328404064,54628.62765880825,54336.00720176186,54494.398392005474,67
2023-12-08,54542.71896180545,54580.30381192656,53557.47745430579,53646.0700812283,449
2023-12-11,53801.77406447049,53804.457994390206,53079.61995365524,53101.097947176364,651
2023-12-12,53267.54092717912,53535.99946078466,53095.73008733694,53095.73008733694,95
2023-12-13,53114.52087385664,54357.48519528299,53020.5603870947,53216.53642745943,2252
2023-12-14,54354.79798828156,54768.224785450446,54344.06226860271,54502.450181764616,236
2023-12-15,54566.88088524629,54856.817412372955,54182.98714843939,54258.15357159991,261
2023-12-18,54344.06226860271,54572.25202216742,54336.00720176186,54397.75397532382,100
2023-12-19,54368.22091496184,54838.023348771545,54368.22091496184,54722.58814557019,498
2023-12-20,54687.68722536878,54687.68722536878,54505.13738876604,54617.888662047684,258
2023-12-21,54652.78958224908,54886.34719565322,54577.61988200685,54741.37893208989,228
2023-12-22,55187.019442458746,55536.015536145955,55093.05895569681,55224.60756966157,202
2023-12-26,55302.457922741814,55323.93591626294,55146.750662417915,55254.13407586014,64
2023-12-27,55498.433963106545,55890.37948967259,55431.31932970516,55890.37948967259,586
2023-12-28,55882.33097699516,56035.35103031763,55476.95596958542,55675.61266278815,338
2023-12-29,55517.22474962625,55541.38339598538,55358.83683646435,55366.885349141776,47
2024-01-02,55396.418409503756,55670.24480294873,55224.60756966157,55420.57705586289,61
2024-01-03,54609.83359520683,54872.92426897295,54609.83359520683,54609.83359520683,54
2024-01-04,54808.49356549128,54886.34719565322,54711.84914880962,54827.28762909269,88
2024-01-05,54886.34719565322,54982.99488941659,54829.9715590124,54829.9715590124,12
2024-01-08,54204.4618648788,54596.41066852656,54204.4618648788,54405.805765082965,10
2024-01-09,54652.78958224908,54652.78958224908,54400.43790524353,54400.43790524353,27
2024-01-10,54470.23646856463,54647.41844532795,54274.2604281999,54274.2604281999,538
2024-01-11,54365.53698504213,54365.53698504213,54075.60373499717,54075.60373499717,97
2024-01-12,54526.61210520546,55221.92036266015,54526.61210520546,54945.40676221376,390
2024-01-16,55079.63602901653,55162.860796099616,54389.69890848297,54389.69890848297,46
2024-01-17,54403.12183516325,54403.12183516325,53761.50528442966,53761.50528442966,764
2024-01-18,54035.334954956335,54191.03893819853,53946.742328033826,54191.03893819853,1474
2024-01-19,54314.52920824073,54658.157442088515,54215.200861639365,54403.12183516325,50
2024-01-22,54263.52470852105,54263.52470852105,54223.25592848022,54223.25592848022,12
2024-01-23,54505.13738876604,54505.13738876604,54295.73842172103,54327.95213492101,15
2024-01-24,54314.52920824073,54582.98774184628,54064.8647382366,54064.8647382366,253
2024-01-25,54016.540891354925,54293.05449180132,54016.540891354925,54145.402298318266,548
2024-01-26,54274.2604281999,54293.05449180132,54142.71836839856,54142.71836839856,49
2024-01-29,54368.22091496184,54368.22091496184,54368.22091496184,54368.22091496184,150708
2024-01-30,54564.19695532657,54993.730609095444,54446.074545123796,54537.35110196602,26907
2024-01-31,54642.05058548852,55168.22865593904,54497.08232192519,54991.04340209402,2007
2024-02-01,54770.908715370155,55423.26426286431,54470.23646856463,55114.53694921794,947
2024-02-02,55162.860796099616,55192.38730229818,54435.335548363226,54660.841372008224,888
2024-02-05,54736.01107225046,54787.018849051856,54062.180808316894,54381.64384164212,412
2024-02-06,54387.01497856326,54693.05836228992,54387.01497856326,54617.888662047684,249
2024-02-07,54572.25202216742,54752.11792885045,54569.564815166,54636.67944856739,71
2024-02-08,54443.39061520408,54676.94822860822,54236.67885516049,54556.14188848573,341
2024-02-09,54550.774028646294,54550.774028646294,54228.623788319645,54317.21641524216,62
2024-02-12,54376.2759818027,54376.2759818027,54003.117964674646,54180.29994143797,317
2024-02-13,54365.53698504213,54384.331048643544,53423.24818750301,53501.10181766497,198
2024-02-14,53431.30325434387,53517.208674264955,53283.651060860815,53431.30325434387,1916
2024-02-15,53519.89260418467,53884.99555447187,53519.89260418467,53748.08235774938,286
2024-02-16,53825.93598791133,54000.43403475494,53597.74623434662,54000.43403475494,32
2024-02-20,54110.50137811687,54470.23646856463,54110.50137811687,54429.9676885238,1326
2024-02-21,54448.758475043505,54448.758475043505,54290.3705618816,54290.3705618816,15
2024-02-22,54582.98774184628,54582.98774184628,54220.5687214788,54220.5687214788,964
2024-02-23,54389.69890848297,54727.956005409615,54091.71059159716,54727.956005409615,22
2024-02-26,54607.14966528712,54642.05058548852,54357.48519528299,54456.81354188436,143
2024-02-27,54655.4735121688,54655.4735121688,54604.465735367405,54604.465735367405,964
2024-02-28,54483.65939524491,54685.00329544907,54357.48519528299,54577.61988200685,581
2024-02-29,54612.52080220825,55028.63152929684,54612.52080220825,54918.56090885321,706
2024-03-01,54848.76234553211,56024.60875647536,54813.864702412415,56024.60875647536,1210
2024-03-04,55936.02268371626,56907.841264535644,55858.165776472604,56851.46235081311,805
2024-03-05,56776.29265057088,57275.62814474256,56682.33216380894,57275.62814474256,1287
2024-03-06,57060.86131785812,57726.639792032554,57060.86131785812,57726.639792032554,443
2024-03-07,57638.04716511004,58067.58081887891,57638.04716511004,57933.351552076136,152
2024-03-08,58183.01929916198,58923.96091941522,58156.17344580142,58486.37875296892,259
2024-03-11,58550.80617936888,58631.343739450545,58448.790625766094,58591.074959409714,738
2024-03-12,58591.074959409714,58596.44281924914,57997.7789784761,57997.7789784761,550
2024-03-13,58054.15789219863,58400.466778884416,58054.15789219863,58400.466778884416,20
2024-03-14,58067.58081887891,58067.58081887891,58048.790032359204,58067.58081887891,515
2024-03-15,58032.6798986775,58032.6798986775,57914.56076555643,57914.56076555643,100
2024-03-18,57616.56917158891,58005.83404531695,57616.56917158891,58005.83404531695,21
2024-03-19,57882.34705235645,57887.71491219588,57882.34705235645,57887.71491219588,12
2024-03-20,57914.56076555643,58682.348239170235,57742.74337155083,57930.664345074714,17
2024-03-21,59248.79836674329,59372.291913867215,58588.38775240829,58588.38775240829,63
2024-03-22,58502.482332487205,58513.22460632947,57919.928625395856,57936.03875907756,19
2024-03-25,58153.4862388,58507.85019232663,58153.4862388,58384.36319936613,79
2024-03-26,58596.44281924914,58596.44281924914,58405.84119288726,58405.84119288726,202373
2024-03-27,58507.85019232663,58958.86183961663,58311.88070612532,58808.52899329557,31200
2024-03-28,58889.06655337723,59976.32361447968,58714.56850653363,59527.99262002769,2040
2024-04-01,60019.27304735852,60784.37986813432,59866.25299403605,60040.751040879644,400
2024-04-02,60456.861767968236,61187.06766854263,60338.74263484716,60698.47444821323,435
2024-04-03,61254.18230194402,61713.249016074864,60883.708214735685,61595.123328790374,285
2024-04-04,61791.099369155105,61823.31308235508,61208.545662063756,61444.79048246932,251
2024-04-05,61455.526202148176,62507.88234304922,60870.285288055406,62435.399849808404,344
2024-04-08,62432.7191969704,62867.620710578696,62255.533943125374,62596.47496997173,202
2024-04-09,62760.23729713648,63482.38813087002,62760.23729713648,62913.25735045895,211
2024-04-10,62996.48211754204,63305.209431188414,62489.091556529514,62540.102610412614,377
2024-04-11,62859.56564373785,63793.80265151782,62566.94846377317,63216.616804265905,283
2024-04-12,63820.64850487837,65208.577812786345,62666.27681037454,63254.19837730531,584
2024-04-15,63412.59284463063,64019.30519808111,62443.45491664926,63511.921191231995,1801
2024-04-16,64000.5144115614,64183.06752524585,63662.25403755305,64183.06752524585,41
2024-04-17,64005.88227140083,64199.17110476414,63605.88167799394,63670.3091043939,37
2024-04-18,63581.71647747139,64011.25013124026,63581.71647747139,63954.877771681146,128
2024-04-19,63874.34021159948,64424.68020549085,63820.64850487837,64387.09207828802,160
2024-04-22,63981.7236250417,63981.7236250417,62467.61356300839,62609.89789665201,53
2024-04-23,62489.091556529514,62572.3163236126,61589.75546895094,62489.091556529514,171
2024-04-24,62317.28071668733,62515.937409890066,62137.4148100043,62403.18613660843,95
2024-04-25,62148.15052968316,62545.47047025205,61879.691996077614,62545.47047025205,1024
2024-04-26,63031.376483580025,63031.376483580025,62626.00803033371,62679.69973705481,717
2024-04-29,62679.69973705481,62966.94905718006,62494.45941636894,62964.26185017864,405
2024-04-30,62349.494429887316,62349.494429887316,61514.58576870871,61514.58576870871,113
2024-05-01,61415.257422107345,62478.35583685066,61310.561215666545,61742.77552227342,42
2024-05-02,62328.01643636619,62408.55399644785,61538.75096923126,61723.984735753715,56
2024-05-03,61745.46272927484,61772.3085826354,61144.118235663795,61718.61687591429,194
2024-05-06,62357.54949672816,62430.03198996898,62126.672536162034,62325.335783528186,9
2024-05-07,62397.818276768994,62397.818276768994,62153.518389522585,62153.518389522585,25
2024-05-08,62110.56895664375,62110.56895664375,62110.56895664375,62110.56895664375,4
2024-05-09,62032.71204940009,62805.87393701674,62032.71204940009,62607.217243814004,5
2024-05-10,63552.189971272834,63552.189971272834,63552.189971272834,63552.189971272834,126
2024-05-13,63310.57729102784,63310.57729102784,62714.60065725622,62714.60065725622,14
2024-05-14,62711.9134502548,63302.52222418699,62711.9134502548,63179.02867706308,6
2024-05-15,63399.169917950356,64126.68861152332,63248.83051746588,64126.68861152332,29
2024-05-16,64148.166605044455,64220.64909828526,63893.13099811919,63893.13099811919,7
2024-05-17,63911.92178463889,64854.21385925971,63911.92178463889,64757.56616549635,213
2024-05-20,64854.21385925971,65391.130926470796,64690.451532094965,65340.1198725877,40
