timestamp,symbol,open,high,low,close,volume
2016-02-15,MCX:GOLD,29251.0,29251.0,28521.0,28595.0,19540.0
2016-02-16,MCX:GOLD,28550.0,28969.0,28111.0,28800.0,31580.0
2016-02-17,MCX:GOLD,28790.0,28940.0,28637.0,28781.0,21680.0
2016-02-18,MCX:GOLD,28780.0,29270.0,28614.0,29210.0,22300.0
2016-02-19,MCX:GOLD,29229.0,29547.0,29180.0,29432.0,25790.0
2016-02-22,MCX:GOLD,29340.0,29340.0,28762.0,28916.0,21110.0
2016-02-23,MCX:GOLD,29095.0,29317.0,29077.0,29234.0,22080.0
2016-02-24,MCX:GOLD,29310.0,29884.0,29210.0,29523.0,31230.0
2016-02-25,MCX:GOLD,29470.0,29765.0,29363.0,29735.0,26250.0
2016-02-26,MCX:GOLD,29588.0,29692.0,29135.0,29290.0,25740.0
2016-02-29,MCX:GOLD,29236.0,29625.0,29236.0,29437.0,14790.0
2016-03-01,MCX:GOLD,29600.0,29754.0,29080.0,29097.0,3940.0
2016-03-02,MCX:GOLD,29009.0,29240.0,28960.0,29219.0,1000.0
2016-03-03,MCX:GOLD,29209.0,29525.0,29120.0,29381.0,990.0
2016-03-04,MCX:GOLD,29684.0,29983.0,29233.0,29519.0,330.0
2016-03-07,MCX:GOLD,29875.0,29960.0,29556.0,29597.0,14020.0
2016-03-08,MCX:GOLD,29760.0,30147.0,29760.0,29819.0,38490.0
2016-03-09,MCX:GOLD,29750.0,29750.0,29317.0,29597.0,34880.0
2016-03-10,MCX:GOLD,29500.0,29950.0,29088.0,29928.0,52190.0
2016-03-11,MCX:GOLD,29905.0,29920.0,29470.0,29504.0,36900.0
2016-03-14,MCX:GOLD,29449.0,29570.0,29140.0,29204.0,30930.0
2016-03-15,MCX:GOLD,29109.0,29249.0,28885.0,29050.0,33260.0
2016-03-16,MCX:GOLD,29080.0,29157.0,28935.0,28970.0,22580.0
2016-03-17,MCX:GOLD,29044.0,29590.0,29044.0,29357.0,37830.0
2016-03-18,MCX:GOLD,29400.0,29460.0,29011.0,29135.0,27150.0
2016-03-21,MCX:GOLD,29102.0,29119.0,28831.0,28937.0,24490.0
2016-03-22,MCX:GOLD,28950.0,29337.0,28893.0,29047.0,32240.000000000004
2016-03-23,MCX:GOLD,29000.0,29000.0,28510.0,28568.0,33730.0
2016-03-24,MCX:GOLD,28503.0,28626.0,28450.0,28560.0,7430.0
2016-03-28,MCX:GOLD,28452.0,28487.0,28250.0,28400.0,16660.0
2016-03-29,MCX:GOLD,28388.0,28666.0,28281.0,28616.0,26080.0
2016-03-30,MCX:GOLD,28627.0,28692.0,28226.0,28301.0,20040.0
2016-03-31,MCX:GOLD,28290.0,28539.0,28290.0,28441.0,14340.0
2016-04-01,MCX:GOLD,28410.0,28530.0,27955.0,28056.0,5970.0
2016-04-04,MCX:GOLD,28096.0,28187.0,28032.0,28086.0,660.0
2016-04-05,MCX:GOLD,28224.0,28699.0,28190.0,28562.0,260.0
2016-04-06,MCX:GOLD,28700.0,28749.0,28510.0,28571.0,17370.0
2016-04-07,MCX:GOLD,28639.0,29030.0,28618.0,28972.0,27690.0
2016-04-08,MCX:GOLD,29000.0,29074.0,28765.0,29047.0,22560.0
2016-04-11,MCX:GOLD,29099.0,29315.0,29063.0,29254.0,21300.0
2016-04-12,MCX:GOLD,29190.0,29395.0,29152.0,29250.0,21900.0
2016-04-13,MCX:GOLD,29212.0,29212.0,28980.0,29128.0,18810.0
2016-04-14,MCX:GOLD,29020.0,29050.0,28705.0,28731.0,13420.0
2016-04-15,MCX:GOLD,28799.0,28950.0,28772.0,28918.0,8790.0
2016-04-18,MCX:GOLD,28950.0,29128.0,28901.0,28935.0,18450.0
2016-04-19,MCX:GOLD,29050.0,29299.0,29050.0,29255.0,13290.0
2016-04-20,MCX:GOLD,29289.0,29345.0,29101.0,29249.0,19010.0
2016-04-21,MCX:GOLD,29216.0,29670.0,29140.0,29287.0,27660.0
2016-04-22,MCX:GOLD,29321.0,29343.0,28914.0,28941.0,19320.0
2016-04-25,MCX:GOLD,29050.0,29200.0,28983.0,29183.0,14640.0
2016-04-26,MCX:GOLD,29151.0,29199.0,28981.0,29158.0,15140.0
2016-04-27,MCX:GOLD,29200.0,29355.0,29200.0,29319.0,15580.0
2016-04-28,MCX:GOLD,29268.0,29650.0,29200.0,29627.0,16430.0
2016-04-29,MCX:GOLD,29651.0,30192.0,29651.0,30138.0,18880.0
2016-05-02,MCX:GOLD,30177.0,30342.0,30120.0,30213.0,2920.0
2016-05-03,MCX:GOLD,30175.0,30337.0,30050.0,30154.0,630.0
2016-05-04,MCX:GOLD,30145.0,30200.0,29920.0,29934.0,170.0
2016-05-05,MCX:GOLD,29912.0,30135.0,29832.0,29868.0,110.0
2016-05-06,MCX:GOLD,29950.0,30400.0,29950.0,30366.0,33820.0
2016-05-09,MCX:GOLD,30312.0,30312.0,29750.0,29805.0,29600.0
2016-05-10,MCX:GOLD,29851.0,29862.0,29622.0,29785.0,19510.0
2016-05-11,MCX:GOLD,29825.0,30072.0,29825.0,29933.0,23180.0
2016-05-12,MCX:GOLD,29933.0,30085.0,29765.0,29904.0,25800.0
2016-05-13,MCX:GOLD,29900.0,30058.0,29766.0,30023.0,24070.0
2016-05-16,MCX:GOLD,30075.0,30245.0,29915.0,29963.0,23170.0
2016-05-17,MCX:GOLD,30040.0,30130.0,29860.0,30045.0,24610.0
2016-05-18,MCX:GOLD,30024.0,30078.0,29910.0,30049.0,20740.0
2016-05-19,MCX:GOLD,29995.0,29995.0,29632.0,29800.0,26130.0
2016-05-20,MCX:GOLD,29730.0,29867.0,29661.0,29693.0,20090.0
2016-05-23,MCX:GOLD,29694.0,29745.0,29576.0,29682.0,15640.0
2016-05-24,MCX:GOLD,29580.0,29651.0,29283.0,29306.0,22800.0
2016-05-25,MCX:GOLD,29278.0,29278.0,28884.0,28945.0,26950.0
2016-05-26,MCX:GOLD,28996.0,29157.0,28705.0,28729.0,26940.0
2016-05-27,MCX:GOLD,28840.0,28840.0,28547.0,28590.0,18290.0
2016-05-30,MCX:GOLD,28430.0,28696.0,28400.0,28590.0,12970.0
2016-05-31,MCX:GOLD,28596.0,28719.0,28541.0,28610.0,10870.0
2016-06-01,MCX:GOLD,28531.0,28800.0,28500.0,28626.0,2600.0
2016-06-02,MCX:GOLD,28616.0,28715.0,28530.0,28554.0,350.0
2016-06-03,MCX:GOLD,28703.0,29410.0,28540.0,29216.0,330.0
2016-06-06,MCX:GOLD,29287.0,29376.0,29220.0,29329.0,12970.0
2016-06-07,MCX:GOLD,29243.0,29325.0,29062.0,29239.0,13480.0
2016-06-08,MCX:GOLD,29275.0,29572.0,29275.0,29491.0,15920.0
2016-06-09,MCX:GOLD,29521.0,29777.0,29452.0,29757.0,18020.0
2016-06-10,MCX:GOLD,29760.0,29900.0,29624.0,29851.0,15500.0
2016-06-13,MCX:GOLD,29894.0,30220.0,29894.0,30181.0,19270.0
2016-06-14,MCX:GOLD,30141.0,30385.0,30042.0,30357.0,19070.0
2016-06-15,MCX:GOLD,30300.0,30339.0,30132.0,30262.0,14900.0
2016-06-16,MCX:GOLD,30302.0,30985.0,30237.0,30392.0,34140.0
2016-06-17,MCX:GOLD,30320.0,30415.0,30091.0,30373.0,18370.0
2016-06-20,MCX:GOLD,30262.0,30505.0,30132.0,30478.0,21900.0
2016-06-21,MCX:GOLD,30357.0,30402.0,30026.0,30072.0,20450.0
2016-06-22,MCX:GOLD,30054.0,30054.0,29835.0,29898.0,16550.0
2016-06-23,MCX:GOLD,29879.0,29953.0,29641.0,29686.0,22540.0
2016-06-24,MCX:GOLD,29835.0,32357.0,29835.0,31131.0,48210.0
2016-06-27,MCX:GOLD,31192.0,31387.0,31135.0,31218.0,19520.0
2016-06-28,MCX:GOLD,31016.0,31085.0,30859.0,30999.0,14940.0
2016-06-29,MCX:GOLD,31096.0,31146.0,30920.0,30986.0,14490.0
2016-06-30,MCX:GOLD,30905.0,30949.0,30812.0,30851.0,10660.0
2016-07-01,MCX:GOLD,31096.0,31220.0,31010.0,31077.0,4140.0
2016-07-04,MCX:GOLD,31390.0,31484.0,31267.0,31396.0,4730.0
2016-07-05,MCX:GOLD,31306.0,31570.0,30500.0,30841.0,640.0
2016-07-06,MCX:GOLD,31948.0,32350.0,31948.0,32018.0,12410.0
2016-07-07,MCX:GOLD,32011.0,32090.0,31653.0,31817.0,23880.0
2016-07-08,MCX:GOLD,31832.0,31833.0,31284.0,31657.0,25970.0
2016-07-11,MCX:GOLD,31750.0,31888.0,31482.0,31524.0,15150.0
2016-07-12,MCX:GOLD,31561.0,31577.0,30951.0,31001.0,22100.0
2016-07-13,MCX:GOLD,31120.0,31260.0,31064.0,31225.0,16800.0
2016-07-14,MCX:GOLD,31199.0,31199.0,30711.0,30895.0,26760.0
2016-07-15,MCX:GOLD,30822.0,31038.0,30782.0,30922.0,24110.0
2016-07-18,MCX:GOLD,30850.0,31028.0,30810.0,30950.0,17940.0
2016-07-19,MCX:GOLD,31000.0,31041.0,30871.0,31021.0,13330.0
2016-07-20,MCX:GOLD,31045.0,31050.0,30631.0,30666.0,19820.0
2016-07-21,MCX:GOLD,30611.0,30970.0,30553.0,30940.0,21330.0
2016-07-22,MCX:GOLD,30939.0,30939.0,30730.0,30794.0,14220.0
2016-07-25,MCX:GOLD,30701.0,30849.0,30620.0,30814.0,14750.0
2016-07-26,MCX:GOLD,30796.0,30880.0,30711.0,30822.0,14210.0
2016-07-27,MCX:GOLD,30786.0,30930.0,30690.0,30878.0,14320.0
2016-07-28,MCX:GOLD,30928.0,31180.0,30740.0,30795.0,18990.0
2016-07-29,MCX:GOLD,30943.0,31139.0,30812.0,31099.0,16740.0
2016-08-01,MCX:GOLD,31000.0,31118.0,30950.0,31011.0,5270.0
2016-08-02,MCX:GOLD,31000.0,31322.0,30993.0,31282.0,1240.0
2016-08-03,MCX:GOLD,31302.0,31439.0,31158.0,31199.0,350.0
2016-08-04,MCX:GOLD,31105.0,31360.0,31072.0,31317.0,60.0
2016-08-05,MCX:GOLD,31310.0,31380.0,30738.0,30779.0,430.0
2016-08-08,MCX:GOLD,31031.0,31031.0,30863.0,30998.0,11130.0
2016-08-09,MCX:GOLD,30942.0,31165.0,30891.0,31133.0,12600.0
2016-08-10,MCX:GOLD,31180.0,31385.0,31120.0,31219.0,14450.0
2016-08-11,MCX:GOLD,31160.0,31316.0,31082.0,31171.0,14960.0
2016-08-12,MCX:GOLD,31100.0,31400.0,30990.0,31080.0,19750.0
2016-08-16,MCX:GOLD,31120.0,31440.0,31120.0,31349.0,16050.0
2016-08-17,MCX:GOLD,31265.0,31349.0,31185.0,31314.0,10410.0
2016-08-18,MCX:GOLD,31400.0,31447.0,31302.0,31411.0,9810.0
2016-08-19,MCX:GOLD,31341.0,31466.0,31252.0,31365.0,16520.0
2016-08-22,MCX:GOLD,31310.0,31428.0,31191.0,31395.0,12100.0
2016-08-23,MCX:GOLD,31372.0,31414.0,31285.0,31373.0,10230.0
2016-08-24,MCX:GOLD,31319.0,31364.0,31000.0,31049.0,13550.0
2016-08-25,MCX:GOLD,31042.0,31062.0,30884.0,30945.0,9050.0
2016-08-26,MCX:GOLD,30967.0,31335.0,30941.0,31023.0,17460.0
2016-08-29,MCX:GOLD,31000.0,31115.0,30876.0,31077.0,9590.0
2016-08-30,MCX:GOLD,31069.0,31069.0,30820.0,30840.0,7240.0
2016-08-31,MCX:GOLD,30891.0,30906.0,30711.0,30746.0,6820.0
2016-09-01,MCX:GOLD,30757.0,30822.0,30611.0,30710.0,1250.0
2016-09-02,MCX:GOLD,30800.0,30971.0,30610.0,30900.0,280.0
2016-09-05,MCX:GOLD,31000.0,31060.0,30960.0,31025.0,2480.0
2016-09-06,MCX:GOLD,31055.0,31431.0,30968.0,31401.0,14610.0
2016-09-07,MCX:GOLD,31444.0,31482.0,31280.0,31336.0,12680.0
2016-09-08,MCX:GOLD,31313.0,31410.0,31188.0,31239.0,12940.0
2016-09-09,MCX:GOLD,31256.0,31335.0,31166.0,31261.0,11470.0
2016-09-12,MCX:GOLD,31332.0,31332.0,31041.0,31087.0,14030.0
2016-09-13,MCX:GOLD,31130.0,31218.0,31087.0,31141.0,7060.0
2016-09-14,MCX:GOLD,31100.0,31159.0,31066.0,31100.0,8480.0
2016-09-15,MCX:GOLD,31149.0,31249.0,30850.0,30950.0,17170.0
2016-09-16,MCX:GOLD,30930.0,30961.0,30831.0,30851.0,8840.0
2016-09-19,MCX:GOLD,30941.0,31010.0,30915.0,30936.0,8320.0
2016-09-20,MCX:GOLD,30989.0,31027.0,30847.0,30892.0,10830.0
2016-09-21,MCX:GOLD,30948.0,31235.0,30800.0,31207.0,18510.0
2016-09-22,MCX:GOLD,31284.0,31373.0,31181.0,31335.0,13720.0
2016-09-23,MCX:GOLD,31271.0,31334.0,31220.0,31288.0,9700.0
2016-09-26,MCX:GOLD,31251.0,31369.0,31224.0,31351.0,9620.0
2016-09-27,MCX:GOLD,31290.0,31290.0,30986.0,31003.0,13080.0
2016-09-28,MCX:GOLD,31002.0,31051.0,30882.0,30963.0,8990.0
2016-09-29,MCX:GOLD,30951.0,31243.0,30950.0,31224.0,12640.0
2016-09-30,MCX:GOLD,31119.0,31287.0,30767.0,30814.0,9470.0
2016-10-03,MCX:GOLD,30841.0,31000.0,30695.0,30749.0,1890.0
2016-10-04,MCX:GOLD,30705.0,30872.0,30030.0,30068.0,230.0
2016-10-05,MCX:GOLD,30215.0,30350.0,29925.0,30004.0,70.0
2016-10-06,MCX:GOLD,29861.0,29982.0,29582.0,29615.0,14160.0
2016-10-07,MCX:GOLD,29700.0,29898.0,29355.0,29591.0,19550.0
2016-10-10,MCX:GOLD,29700.0,29900.0,29634.0,29662.0,10710.0
2016-10-11,MCX:GOLD,29611.0,29776.0,29611.0,29712.0,3930.0
2016-10-12,MCX:GOLD,29680.0,29742.0,29579.0,29662.0,4850.0
2016-10-13,MCX:GOLD,29700.0,29873.0,29682.0,29697.0,10060.0
2016-10-14,MCX:GOLD,29748.0,29749.0,29454.0,29638.0,11880.0
2016-10-17,MCX:GOLD,29651.0,29707.0,29584.0,29675.0,6550.0
2016-10-18,MCX:GOLD,29700.0,29830.0,29671.0,29773.0,11120.0
2016-10-19,MCX:GOLD,29760.0,29969.0,29740.0,29883.0,10190.0
2016-10-20,MCX:GOLD,29950.0,30049.0,29857.0,29891.0,10010.0
2016-10-21,MCX:GOLD,29835.0,29960.0,29800.0,29936.0,7310.0
2016-10-24,MCX:GOLD,29910.0,29980.0,29766.0,29820.0,12860.0
2016-10-25,MCX:GOLD,29852.0,30090.0,29716.0,30034.0,8200.0
2016-10-26,MCX:GOLD,30053.0,30151.0,29880.0,29913.0,8050.000000000001
2016-10-27,MCX:GOLD,29910.0,30080.0,29910.0,30054.0,5850.0
2016-10-28,MCX:GOLD,30045.0,30181.0,29710.0,30131.0,12750.0
2016-10-30,MCX:GOLD,30120.0,30160.0,30113.0,30151.0,940.0
2016-10-31,MCX:GOLD,30155.0,30155.0,30001.0,30057.0,2100.0
2016-11-01,MCX:GOLD,30073.0,30385.0,30062.0,30329.0,2260.0
2016-11-02,MCX:GOLD,30489.0,30804.0,30425.0,30759.0,870.0
2016-11-03,MCX:GOLD,30663.0,30700.0,30300.0,30674.0,330.0
2016-11-04,MCX:GOLD,30566.0,30770.0,30550.0,30689.0,150.0
2016-11-07,MCX:GOLD,30515.0,30515.0,30070.0,30118.0,13030.0
2016-11-08,MCX:GOLD,30149.0,30400.0,29766.0,29899.0,19270.0
2016-11-09,MCX:GOLD,30191.0,31407.0,29900.0,29961.0,42740.0
2016-11-10,MCX:GOLD,30000.0,30243.0,29868.0,29986.0,15670.0
2016-11-11,MCX:GOLD,29881.0,30022.0,29333.0,29461.0,17730.0
2016-11-14,MCX:GOLD,29351.0,29797.0,29331.0,29676.0,9520.0
2016-11-15,MCX:GOLD,29640.0,29650.0,29270.0,29391.0,10540.0
2016-11-16,MCX:GOLD,29519.0,29590.0,29387.0,29463.0,8170.0
2016-11-17,MCX:GOLD,29442.0,29462.0,29139.0,29185.0,9520.0
2016-11-18,MCX:GOLD,29170.0,29170.0,28838.0,29005.0,11520.0
2016-11-21,MCX:GOLD,29039.0,29295.0,29009.0,29197.0,7820.0
2016-11-22,MCX:GOLD,29260.0,29293.0,29101.0,29182.0,6680.0
2016-11-23,MCX:GOLD,29241.0,29254.0,28767.0,28885.0,10850.0
2016-11-24,MCX:GOLD,28806.0,28859.0,28700.0,28816.0,7080.0
2016-11-25,MCX:GOLD,28701.0,28750.0,28331.0,28671.0,13010.0
2016-11-28,MCX:GOLD,28980.0,29068.0,28700.0,28793.0,8360.0
2016-11-29,MCX:GOLD,28763.0,28896.0,28680.0,28853.0,7060.0
2016-11-30,MCX:GOLD,28789.0,28845.0,28267.0,28428.0,9710.0
2016-12-01,MCX:GOLD,28450.0,28450.0,27951.0,28062.0,2100.0
2016-12-02,MCX:GOLD,28310.0,28450.0,28300.0,28445.0,820.0
2016-12-05,MCX:GOLD,28435.0,28530.0,27950.0,28236.0,460.0
2016-12-06,MCX:GOLD,28151.0,28192.0,27911.0,27944.0,8660.0
2016-12-07,MCX:GOLD,27944.0,28134.0,27924.0,28043.0,9900.0
2016-12-08,MCX:GOLD,28022.0,28063.0,27875.0,27896.0,8560.0
2016-12-09,MCX:GOLD,27845.0,27885.0,27671.0,27701.0,8950.0
2016-12-12,MCX:GOLD,27670.0,27927.0,27551.0,27843.0,8950.0
2016-12-13,MCX:GOLD,27766.0,27828.0,27650.0,27710.0,7070.0
2016-12-14,MCX:GOLD,27750.0,27826.0,27713.0,27746.0,7060.0
2016-12-15,MCX:GOLD,27730.0,27730.0,27021.0,27130.0,18560.0
2016-12-16,MCX:GOLD,27140.0,27414.0,27101.0,27308.0,13480.0
2016-12-19,MCX:GOLD,27400.0,27420.0,27289.0,27392.0,7230.0
2016-12-20,MCX:GOLD,27328.0,27351.0,27153.0,27262.0,10670.0
2016-12-21,MCX:GOLD,27282.0,27336.0,27081.0,27103.0,9460.0
2016-12-22,MCX:GOLD,27077.0,27293.0,26980.0,27152.0,11290.0
2016-12-23,MCX:GOLD,27126.0,27220.0,27072.0,27186.0,6300.0
2016-12-26,MCX:GOLD,27170.0,27280.0,27101.0,27241.0,3070.0
2016-12-27,MCX:GOLD,27199.0,27720.0,27199.0,27431.0,10790.0
2016-12-28,MCX:GOLD,27575.0,27590.0,27441.0,27539.0,5900.0
2016-12-29,MCX:GOLD,27580.0,27837.0,27580.0,27810.0,7750.0
2016-12-30,MCX:GOLD,27840.0,27889.0,27670.0,27700.0,8350.0
2017-01-02,MCX:GOLD,27673.0,27860.0,27670.0,27828.0,1430.0
2017-01-03,MCX:GOLD,27860.0,28134.0,27770.0,28102.0,960.0
2017-01-04,MCX:GOLD,28080.0,28158.0,27987.0,28085.0,720.0
2017-01-05,MCX:GOLD,28269.0,28925.0,28183.0,28890.0,230.0
2017-01-06,MCX:GOLD,28001.0,28099.0,27870.0,27960.0,12120.0
2017-01-09,MCX:GOLD,28080.0,28150.0,27903.0,28124.0,9480.0
2017-01-10,MCX:GOLD,28132.0,28326.0,28083.0,28210.0,11750.0
2017-01-11,MCX:GOLD,28234.0,28399.0,28155.0,28353.0,13180.0
2017-01-12,MCX:GOLD,28398.0,28565.0,28392.0,28463.0,12930.0
2017-01-13,MCX:GOLD,28469.0,28482.0,28301.0,28440.0,11160.0
2017-01-16,MCX:GOLD,28564.0,28691.0,28557.0,28601.0,8010.0
2017-01-17,MCX:GOLD,28620.0,28824.0,28620.0,28797.0,13350.0
2017-01-18,MCX:GOLD,28830.0,28875.0,28736.0,28852.0,9250.0
2017-01-19,MCX:GOLD,28738.0,28738.0,28515.0,28588.0,12640.0
2017-01-20,MCX:GOLD,28680.0,28790.0,28583.0,28685.0,11510.0
2017-01-23,MCX:GOLD,28798.0,28920.0,28781.0,28876.0,9610.0
2017-01-24,MCX:GOLD,28863.0,28875.0,28780.0,28815.0,6700.0
2017-01-25,MCX:GOLD,28750.0,28750.0,28322.0,28472.0,11580.0
2017-01-27,MCX:GOLD,28387.0,28480.0,28171.0,28449.0,10480.0
2017-01-30,MCX:GOLD,28479.0,28688.0,28420.0,28642.0,7210.0
2017-01-31,MCX:GOLD,28700.0,29233.0,28700.0,29172.0,7610.0
2017-02-01,MCX:GOLD,29155.0,29463.0,28811.0,28981.0,4270.0
2017-02-02,MCX:GOLD,29150.0,29175.0,28950.0,29064.0,380.0
2017-02-03,MCX:GOLD,29030.0,29494.0,28900.0,29166.0,240.0
2017-02-06,MCX:GOLD,28965.0,29224.0,28965.0,29202.0,10160.0
2017-02-07,MCX:GOLD,29250.0,29370.0,29215.0,29348.0,11600.0
2017-02-08,MCX:GOLD,29325.0,29445.0,29258.0,29371.0,10850.0
2017-02-09,MCX:GOLD,29349.0,29419.0,29080.0,29115.0,12950.0
2017-02-10,MCX:GOLD,29050.0,29222.0,28875.0,29195.0,11840.0
2017-02-13,MCX:GOLD,29116.0,29199.0,28981.0,29057.0,8230.0
2017-02-14,MCX:GOLD,29088.0,29210.0,28977.0,29027.0,11120.0
2017-02-15,MCX:GOLD,29030.0,29166.0,28880.0,29138.0,11100.0
2017-02-16,MCX:GOLD,29186.0,29438.0,29173.0,29377.0,12510.0
2017-02-17,MCX:GOLD,29327.0,29412.0,29290.0,29359.0,9650.0
2017-02-20,MCX:GOLD,29330.0,29356.0,29189.0,29324.0,5980.0
2017-02-21,MCX:GOLD,29230.0,29334.0,29088.0,29314.0,10550.0
2017-02-22,MCX:GOLD,29285.0,29349.0,29190.0,29223.0,8980.0
2017-02-23,MCX:GOLD,29245.0,29464.0,29217.0,29440.0,12210.0
2017-02-24,MCX:GOLD,29481.0,29635.0,29481.0,29613.0,6280.0
2017-02-27,MCX:GOLD,29575.0,29757.0,29532.0,29732.0,7870.0
2017-02-28,MCX:GOLD,29705.0,29705.0,29532.0,29592.0,8540.0
2017-03-01,MCX:GOLD,29455.0,29595.0,29118.0,29529.0,2230.0
2017-03-02,MCX:GOLD,29499.0,29500.0,29161.0,29204.0,430.0
2017-03-03,MCX:GOLD,29300.0,30079.0,29051.0,29442.0,210.0
2017-03-06,MCX:GOLD,29100.0,29218.0,28960.0,28979.0,10370.0
2017-03-07,MCX:GOLD,28969.0,28979.0,28765.0,28791.0,10090.0
2017-03-08,MCX:GOLD,28799.0,28806.0,28622.0,28660.0,9370.0
2017-03-09,MCX:GOLD,28610.0,28639.0,28440.0,28491.0,10850.0
2017-03-10,MCX:GOLD,28420.0,28523.0,28305.0,28417.0,11570.0
2017-03-13,MCX:GOLD,28436.0,28436.0,28263.0,28291.0,4310.0
2017-03-14,MCX:GOLD,28349.0,28349.0,28080.0,28100.0,10240.0
2017-03-15,MCX:GOLD,28050.0,28058.0,27932.0,28019.0,10780.0
2017-03-16,MCX:GOLD,28090.0,28594.0,28090.0,28436.0,14140.0
2017-03-17,MCX:GOLD,28498.0,28550.0,28461.0,28528.0,7110.0
2017-03-20,MCX:GOLD,28580.0,28630.0,28487.0,28518.0,7810.0
2017-03-21,MCX:GOLD,28462.0,28893.0,28391.0,28853.0,14910.0
2017-03-22,MCX:GOLD,28801.0,28993.0,28801.0,28886.0,11120.0
2017-03-23,MCX:GOLD,28829.0,28960.0,28751.0,28816.0,11080.0
2017-03-24,MCX:GOLD,28750.0,28840.0,28714.0,28809.0,7950.0
2017-03-27,MCX:GOLD,28850.0,28985.0,28800.0,28839.0,9090.0
2017-03-28,MCX:GOLD,28839.0,28910.0,28784.0,28872.0,7330.0
2017-03-29,MCX:GOLD,28792.0,28792.0,28687.0,28762.0,6690.0
2017-03-30,MCX:GOLD,28716.0,28764.0,28525.0,28559.0,8220.0
2017-03-31,MCX:GOLD,28511.0,28688.0,28480.0,28612.0,6930.0
2017-04-03,MCX:GOLD,28607.0,28790.0,28580.0,28720.0,1450.0
2017-04-04,MCX:GOLD,28975.0,29064.0,28878.0,28960.0,90.0
2017-04-05,MCX:GOLD,28803.0,29019.0,28535.0,28617.0,330.0
2017-04-06,MCX:GOLD,28878.0,28991.0,28675.0,28697.0,8810.0
2017-04-07,MCX:GOLD,28750.0,28989.0,28607.0,28650.0,13730.0
2017-04-10,MCX:GOLD,28651.0,28765.0,28560.0,28699.0,7970.0
2017-04-11,MCX:GOLD,28750.0,29183.0,28725.0,29149.0,13440.0
2017-04-12,MCX:GOLD,29150.0,29265.0,29132.0,29189.0,9960.0
2017-04-13,MCX:GOLD,29270.0,29393.0,29238.0,29358.0,9670.0
2017-04-17,MCX:GOLD,29389.0,29433.0,29325.0,29392.0,8039.999999999999
2017-04-18,MCX:GOLD,29370.0,29540.0,29227.0,29518.0,13290.0
2017-04-19,MCX:GOLD,29425.0,29425.0,29200.0,29313.0,10300.0
2017-04-20,MCX:GOLD,29250.0,29350.0,29220.0,29308.0,9340.0
2017-04-21,MCX:GOLD,29282.0,29460.0,29240.0,29432.0,8980.0
2017-04-24,MCX:GOLD,29290.0,29290.0,28935.0,29128.0,12030.0
2017-04-25,MCX:GOLD,29090.0,29090.0,28802.0,28827.0,9720.0
2017-04-26,MCX:GOLD,28800.0,28837.0,28671.0,28757.0,9060.0
2017-04-27,MCX:GOLD,28805.0,28848.0,28720.0,28784.0,7610.0
